DATE,Site Name,Site #,Duplicate site? (Y/N),JD,CJD,MO,DAY,YR,TIME,Q (cfs),Staff Gage (ft),TEMP (?C),COND (microS/cm),DO (mg/L),PH,PSAT (%),TP (microg/L),PO4 (microg/L),NH4 (microg/L),NO2 (microg/L),NO3+NO2 (microg/L),TN (microg/L),SiO2 (microg/L),TSS (mg/L),Turbidity (NTU),Notes
02-Feb-05,SF Sprague @ Picnic Area,SR0050,NA,33,1493,2,2,2005,1023,16.91,0.75,-0.15,87.1,12.79,7.38,99.6,34,27,3,NA,18,50,NA,NA,NA,NA
02-Feb-05,Sycan R @ Drews Rd,SR0070,NA,33,1493,2,2,2005,1307,30.39,1.17,3.85,114,11.61,7.54,101.2,48,36,3,NA,26,244,NA,NA,NA,NA
14-Feb-05,Sprague R @ Godowa Rd,SR0060,NA,45,1505,2,14,2005,936,255.16,0.8,6.25,95.2,9.9,7.58,93.1,58,45,3,NA,31,181,NA,NA,NA,NA
14-Feb-05,Sprague R @ Lone Pine,SR0080,NA,45,1505,2,14,2005,1202,267.03,1.47,3.76,113.1,11.13,8.02,98.5,50,37,3,NA,4,170,NA,NA,NA,NA
14-Feb-05,Sprague R @ Power Plant,SR0090,NA,45,1505,2,14,2005,1335,263.48,0.3,3.87,110.3,11.62,7.83,103.3,50,40,12,NA,4,200,NA,NA,NA,NA
15-Feb-05,NF Sprague @ 3411 Rd,SR0040,NA,46,1506,2,15,2005,1125,36.7,0.48,1.35,53.1,12.01,7.64,99.3,48,48,3,NA,12,50,NA,NA,NA,NA
15-Feb-05,SF Sprague @ Picnic Area,SR0050,NA,46,1506,2,15,2005,1006,8.05,0.44,-0.12,83.3,12.37,7.3,98.6,34,29,18,NA,4,106,NA,NA,NA,NA
15-Feb-05,Sycan R @ Drews Rd,SR0070,NA,46,1506,2,15,2005,1249,21.65,1.04,5.05,118.2,10.52,7.68,96.3,60,42,3,NA,27,259,NA,NA,NA,NA
01-Mar-05,Sprague R @ Godowa Rd,SR0060,NA,61,1521,3,1,2005,930,252.43,NA,6.94,88.1,9.24,7.49,89.1,68,43,15,NA,NA,197,NA,NA,NA,NA
01-Mar-05,Sprague R @ Lone Pine,SR0080,NA,61,1521,3,1,2005,1250,515.13,2.35,5.89,91.7,9.35,7.54,89.1,96,45,12,NA,64,357,NA,NA,NA,NA
02-Mar-05,NF Sprague @ 3411 Rd,SR0040,NA,60,1520,3,2,2005,1058,43.15,0.68,3.58,52.8,11.3,7.68,99.7,59,49,3,NA,15,50,NA,NA,NA,NA
02-Mar-05,SF Sprague @ Picnic Area,SR0050,NA,60,1520,3,2,2005,930,23.24,0.63,2.46,84.1,11.86,7.27,101.6,38,27,3,NA,4,102,NA,NA,NA,NA
02-Mar-05,Sycan R @ Drews Rd,SR0070,NA,60,1520,3,2,2005,1237,150.86,2.33,2.18,51.3,11.87,7.17,100.9,69,18,28,NA,15,502,NA,NA,NA,NA
02-Mar-05,Sprague R @ Power Plant,SR0090,NA,60,1520,3,2,2005,1440,567,0.9,6.65,95.3,10.87,7.81,105.1,94,51,17,NA,14,315,NA,NA,NA,NA
14-Mar-05,Sprague R @ Godowa Rd,SR0060,NA,73,1533,3,14,2005,921,304.23,1.09,7.31,82.2,9.47,7.77,90.8,64,37,19,NA,27,188,NA,NA,NA,NA
14-Mar-05,Sprague R @ Lone Pine,SR0080,NA,73,1533,3,14,2005,1134,413.46,2.06,7.41,88.8,9.38,6.41,90.1,74,38,12,NA,16,349,NA,NA,NA,NA
14-Mar-05,Sprague R @ Power Plant,SR0090,NA,73,1533,3,14,2005,1336,490,0.6,9.31,90.9,9.76,8.16,98.3,79,45,19,NA,16,343,NA,NA,NA,NA
15-Mar-05,NF Sprague @ 3411 Rd,SR0040,NA,74,1534,3,15,2005,1134,54.21,0.79,2.81,50.3,11.26,7.73,96.8,56,37,3,NA,22,NA,NA,NA,NA,NA
15-Mar-05,SF Sprague @ Picnic Area,SR0050,NA,74,1534,3,15,2005,1002,37.58,0.79,1.58,70.6,11.34,8.64,94.5,41,22,3,NA,22,178,NA,NA,NA,NA
15-Mar-05,Sycan R @ Drews Rd,SR0070,NA,74,1534,3,15,2005,1316,55.38,1.5,7.88,72.8,10.16,7.47,99.4,54,24,3,NA,30,453,NA,NA,NA,NA
28-Mar-05,NF Sprague @ 3411 Rd,SR0040,NA,87,1547,3,28,2005,1124,64.66,0.86,3.37,50.9,10.52,7.68,93.4,59,39,3,NA,12,143,NA,NA,NA,NA
28-Mar-05,SF Sprague @ Picnic Area,SR0050,NA,87,1547,3,28,2005,1006,48.52,0.87,3.05,73.8,10.52,6.91,92.7,47,23,3,NA,4,186,NA,NA,NA,NA
28-Mar-05,Sycan R @ Drews Rd,SR0070,NA,87,1547,3,28,2005,1308,96.34,1.78,6.65,92.3,9.65,7.18,93.3,45,20,13,NA,16,372,NA,NA,NA,NA
30-Mar-05,Sprague R @ Godowa Rd,SR0060,NA,89,1549,3,30,2005,932,392.43,1.5,6.85,84,9.69,8.01,92.5,75,38,36,NA,33,286,NA,NA,NA,NA
30-Mar-05,Sprague R @ Lone Pine,SR0080,NA,89,1549,3,30,2005,1221,NA,2.72,6.53,102.7,9.57,8.01,90.8,87,37,34,NA,11,362,NA,NA,NA,NA
30-Mar-05,Sprague R @ Power Plant,SR0090,NA,89,1549,3,30,2005,1410,565,0.9,7.71,107.9,9.89,8.38,96.4,71,39,12,NA,11,257,NA,NA,NA,NA
11-Apr-05,Sprague R @ Godowa Rd,SR0060,NA,101,1561,4,11,2005,909,372.72,1.4,10.01,81,8.81,8.36,91.4,58,34,12,NA,18,143,NA,NA,NA,NA
11-Apr-05,Sprague R @ Lone Pine,SR0080,NA,101,1561,4,11,2005,1136,546.26,2.47,9.74,88.9,9.4,8.21,97.3,63,32,16,NA,17,216,NA,NA,NA,NA
11-Apr-05,Sprague R @ Power Plant,SR0090,NA,101,1561,4,11,2005,1405,576,0.8,10.3,89.9,9.79,8.24,102.1,73,38,17,NA,19,227,NA,NA,NA,NA
12-Apr-05,NF Sprague @ 3411 Rd,SR0040,NA,102,1562,4,12,2005,1158,173.04,1.1,3.87,44.4,10.8,7.86,96.5,47,32,3,NA,12,197,NA,NA,NA,NA
12-Apr-05,SF Sprague @ Picnic Area,SR0050,NA,102,1562,4,12,2005,1020,78.6,1.1,4.81,66.9,10.53,7.68,96.5,42,19,3,NA,14,241,NA,NA,NA,NA
12-Apr-05,Sycan R @ Drews Rd,SR0070,NA,102,1562,4,12,2005,1326,83.8,1.74,9.55,70.8,9.46,8.21,97.5,43,19,3,NA,18,470,NA,NA,NA,NA
25-Apr-05,Sprague R @ Godowa Rd,SR0060,NA,115,1575,4,25,2005,909,452.37,1.68,9.59,71.1,9.57,8.01,97.8,58,32,20,NA,27,236,NA,NA,NA,NA
25-Apr-05,Sprague R @ Lone Pine,SR0080,NA,115,1575,4,25,2005,1137,574.95,2.54,10.89,84.1,9.56,8.24,100.4,56,32,15,NA,4,272,NA,NA,NA,NA
25-Apr-05,Sprague R @ Power Plant,SR0090,NA,115,1575,4,25,2005,1405,474.67,0.7,12.35,87.8,10.17,8.53,111.1,56,35,15,NA,4,272,NA,NA,NA,NA
26-Apr-05,NF Sprague @ 3411 Rd,SR0040,NA,116,1576,4,26,2005,1227,100.78,1.4,4.77,41.5,10.72,7.71,97.3,38,25,3,NA,4,186,NA,NA,NA,NA
26-Apr-05,SF Sprague @ Picnic Area,SR0050,NA,116,1576,4,26,2005,1103,98.72,1.28,6.2,59.1,10.52,8.04,99.1,37,17,3,NA,4,211,NA,NA,NA,NA
26-Apr-05,Sycan R @ Drews Rd,SR0070,NA,116,1576,4,26,2005,1405,96.15,2,14.1,74.1,9.66,8.01,109.7,37,16,3,NA,12,489,NA,NA,NA,NA
02-May-05,Sprague R @ Power Plant,SR0090,NA,122,1582,5,2,2005,931,827.43,1.55,12.63,84.2,7.75,7.5,85,101,48,22,NA,4,510,NA,NA,NA,NA
09-May-05,Sprague R @ Godowa Rd,SR0060,NA,129,1589,5,9,2005,1002,951.23,3.46,8.91,66.1,8.87,7.52,90.8,68,32,15,NA,20,312,NA,NA,NA,NA
09-May-05,Sprague R @ Lone Pine,SR0080,NA,129,1589,5,9,2005,1220,1334.82,4.75,10.75,74.3,7.78,7.46,83.2,80,37,20,NA,14,515,NA,NA,NA,NA
09-May-05,Sprague R @ Power Plant,SR0090,NA,129,1589,5,9,2005,1446,1074.81,2.05,12.04,72.9,7.83,7.51,86.2,82,38,20,NA,17,516,NA,NA,NA,NA
10-May-05,NF Sprague @ 3411 Rd,SR0040,NA,130,1590,5,10,2005,1119,NA,2.13,2.57,34.1,11.13,7.6,95.6,42,23,16,NA,16,240,NA,NA,NA,NA
10-May-05,SF Sprague @ Picnic Area,SR0050,NA,130,1590,5,10,2005,1035,NA,2.81,3.78,54.7,10.77,7.6,95.6,66,25,20,NA,14,318,NA,NA,NA,NA
10-May-05,Sycan R @ Drews Rd,SR0070,NA,130,1590,5,10,2005,1236,726.84,5.15,8.87,56.2,9.41,7.64,95,75,16,19,NA,4,797,NA,NA,NA,NA
11-May-05,Sprague R @ Godowa Rd,SR0060,NA,131,1591,5,11,2005,935,1563.99,4.5,7.96,68.4,8.2,7.23,80.7,110,54,NA,NA,NA,484,NA,NA,NA,NA
11-May-05,Sprague R @ Lone Pine,SR0080,NA,131,1591,5,11,2005,1210,1608.44,5,10.24,77.3,8.05,7.22,83.7,93,39,34,NA,20,569,NA,NA,NA,NA
11-May-05,Sprague R @ Power Plant,SR0090,NA,131,1591,5,11,2005,1435,1204.97,2.3,11.56,77.1,8.54,7.51,91,84,35,20,NA,21,549,NA,NA,NA,NA
16-May-05,Sycan R @ Drews Rd,SR0070,NA,136,1596,5,16,2005,1343,NA,4.98,14.67,73.4,8.35,7.6,97.3,60,22,11,NA,4,704,NA,NA,NA,NA
16-May-05,Sprague R @ Power Plant,SR0090,NA,136,1596,5,16,2005,1107,1598,3.05,15.17,80.8,6.23,7.17,73.4,104,46,32,NA,4,642,NA,NA,NA,NA
18-May-05,Sprague R @ Godowa Rd,SR0060,NA,138,1598,5,18,2005,1158,1993.08,5.19,8.93,69.7,7.79,7.01,79.9,101,48,33,NA,31,469,NA,NA,NA,NA
24-May-05,Sprague R @ Godowa Rd,SR0060,NA,144,1604,5,24,2005,1009,NA,NA,15.11,84.6,6.58,7.07,75.4,113,62,21,NA,4,642,NA,NA,NA,NA
01-Jun-05,Sprague R @ Godowa Rd,SR0060,NA,152,1612,6,1,2005,857,579.81,2.52,13.22,77.1,7.98,7.73,89.2,59,37,11,NA,26,319,NA,NA,NA,NA
01-Jun-05,Sprague R @ Lone Pine,SR0080,NA,152,1612,6,1,2005,1106,1023.66,3.85,15.46,84.5,6.81,7.63,79.9,82,49,20,NA,16,527,NA,NA,NA,NA
01-Jun-05,Sprague R @ Power Plant,SR0090,NA,152,1612,6,1,2005,1315,1047.13,1.7,17.03,86.2,7.14,7.76,86.5,99,57,20,NA,28,569,NA,NA,NA,NA
02-Jun-05,NF Sprague @ 3411 Rd,SR0040,NA,153,1613,6,2,2005,1116,191.77,1.69,7.25,40.2,9.89,7.88,95.5,32,26,3,NA,4,115,NA,NA,NA,NA
02-Jun-05,SF Sprague @ Picnic Area,SR0050,NA,153,1613,6,2,2005,949,124.77,1.65,8.13,64.4,9.75,7.85,96.4,35,24,12,NA,10,160,NA,NA,NA,NA
02-Jun-05,Sycan R @ Drews Rd,SR0070,NA,153,1613,6,2,2005,1244,NA,3.55,16.18,73.8,8.06,7.89,96,63,38,10,NA,4,662,NA,NA,NA,NA
07-Jun-05,Sprague R @ Godowa Rd,SR0060,NA,158,1618,6,7,2005,908,460.4,2.01,10.6,78.4,8.88,7.74,93.5,51,32,10,NA,4,222,NA,NA,NA,NA
07-Jun-05,Sprague R @ Lone Pine,SR0080,NA,158,1618,6,7,2005,1151,756.6,3,12.79,87,8,7.63,88.3,90,40,16,NA,16,466,NA,NA,NA,NA
07-Jun-05,Sprague R @ Power Plant,SR0090,NA,158,1618,6,7,2005,1357,743.88,1.15,14.2,89.3,8.61,7.94,98.4,95,46,21,NA,21,517,NA,NA,NA,NA
08-Jun-05,NF Sprague @ 3411 Rd,SR0040,NA,159,1619,6,8,2005,1125,158.3,1.47,6.73,41.3,9.94,7.63,95.2,32,24,3,NA,4,155,NA,NA,NA,NA
08-Jun-05,SF Sprague @ Picnic Area,SR0050,NA,159,1619,6,8,2005,944,95.23,1.48,7.3,66.6,9.81,7.67,95.3,30,18,3,NA,4,209,NA,NA,NA,NA
08-Jun-05,Sycan R @ Drews Rd,SR0070,NA,159,1619,6,8,2005,1320,184.29,2.79,13.51,73.6,8.49,7.84,95.1,51,27,3,NA,16,753,NA,NA,NA,NA
08-Jun-05,N. Fork Sprague R @ Ivory Pine,SR0140,NA,159,1619,6,8,2005,1242,NA,2.28,10.19,54.5,9.41,7.56,98.4,46,26,3,NA,4,224,NA,NA,NA,NA
20-Jun-05,NF Sprague @ 3411 Rd,SR0040,NA,171,1631,6,20,2005,1140,100.85,1.1,9.82,48.6,9.98,7.85,107.9,37,27,3,NA,16,116,NA,NA,NA,NA
20-Jun-05,SF Sprague @ Picnic Area,SR0050,NA,171,1631,6,20,2005,1014,48.39,1.1,10.74,77.4,9.61,7.7,100.4,32,21,3,NA,13,148,NA,NA,NA,NA
20-Jun-05,Sycan R @ Drews Rd,SR0070,NA,171,1631,6,20,2005,1318,81.68,1.84,17.86,94.8,8.57,7.69,105,51,25,10,NA,25,584,NA,NA,NA,NA
21-Jun-05,Sprague R @ Godowa Rd,SR0060,NA,172,1632,6,21,2005,1040,268.75,1.2,16.4,96.9,8.99,8.3,107.2,47,30,12,NA,4,248,NA,NA,NA,NA
21-Jun-05,Sprague R @ Lone Pine,SR0080,NA,172,1632,6,21,2005,1310,318.46,1.79,18.33,107.5,7.84,7.93,97.3,68,42,3,NA,12,490,NA,NA,NA,NA
21-Jun-05,Sprague R @ Power Plant,SR0090,NA,172,1632,6,21,2005,1441,358.22,NA,18.96,105.1,9.19,8.52,115.8,67,40,25,NA,18,480,NA,NA,NA,NA
21-Jun-05,N. Fork Sprague R @ Ivory Pine,SR0140,NA,172,1632,6,21,2005,1015,NA,1.46,13.22,73.9,8.69,7.35,96.8,49,27,3,NA,4,248,NA,NA,NA,NA
06-Jul-05,Sprague R @ Godowa Rd,SR0060,NA,187,1647,7,6,2005,920,185.48,0.93,18.42,108.1,8,8.27,99.2,49,38,3,NA,4,194,NA,NA,NA,NA
06-Jul-05,Sprague R @ Lone Pine,SR0080,NA,187,1647,7,6,2005,1207,176.63,1.31,22.7,119,7.04,8.62,94.7,78,58,NA,NA,NA,398,NA,NA,NA,NA
06-Jul-05,Sprague R @ Power Plant,SR0090,NA,187,1647,7,6,2005,1407,185.48,NA,24.29,116.4,9.17,8.95,127.4,81,59,3,NA,13,371,NA,NA,NA,NA
07-Jul-05,NF Sprague @ 3411 Rd,SR0040,NA,188,1648,7,7,2005,1145,58.88,0.83,12.49,53.7,8.49,8.33,92.8,41,34,3,NA,4,50,NA,NA,NA,NA
07-Jul-05,SF Sprague @ Picnic Area,SR0050,NA,188,1648,7,7,2005,1007,22.37,0.69,15.97,86.9,7,8.05,83.5,32,26,3,NA,4,50,NA,NA,NA,NA
07-Jul-05,Sycan R @ Drews Rd,SR0070,NA,188,1648,7,7,2005,1341,29.18,1.2,23.84,98.5,7.77,8.78,107.3,48,28,12,NA,18,514,NA,NA,NA,NA
07-Jul-05,N. Fork Sprague R @ Ivory Pine,SR0140,NA,188,1648,7,7,2005,1311,NA,1.15,21.31,95.3,8.34,7.92,109.5,64,38,12,NA,10,254,NA,NA,NA,NA
18-Jul-05,Sprague R @ Godowa Rd,SR0060,NA,199,1659,7,18,2005,934,137.69,0.75,18.84,110.4,8.41,8.35,103.5,50,38,3,NA,10,179,NA,NA,NA,NA
18-Jul-05,Sprague R @ Lone Pine,SR0080,NA,199,1659,7,18,2005,1215,101.65,0.91,24.18,127.5,7.54,8.75,105.1,74,57,3,NA,4,345,NA,NA,NA,NA
19-Jul-05,Sycan R @ Drews Rd,SR0070,NA,200,1660,7,19,2005,1415,15.64,1.1,24.77,112.5,9.85,8.91,137.9,39,26,3,NA,44,432,NA,NA,NA,NA
20-Jul-05,NF Sprague @ 3411 Rd,SR0040,NA,201,1661,7,20,2005,1207,41.6,0.74,13.3,55.2,9.24,7.88,103.1,45,35,13,NA,15,50,NA,NA,NA,NA
20-Jul-05,SF Sprague @ Picnic Area,SR0050,NA,201,1661,7,20,2005,930,14.41,0.53,16.39,92.9,8.09,7.83,96.3,NA,NA,3,NA,4,NA,NA,NA,NA,NA
20-Jul-05,Sprague R @ Power Plant,SR0090,NA,201,1661,7,20,2005,1436,122.05,NA,26.04,117.5,7.91,9.2,111.9,87,66,3,NA,10,252,NA,NA,NA,NA
20-Jul-05,N. Fork Sprague R @ Ivory Pine,SR0140,NA,201,1661,7,20,2005,1101,NA,NA,21.54,109,7.96,7.57,102.7,72,48,3,NA,4,284,NA,NA,NA,NA
02-Aug-05,Sprague R @ Godowa Rd,SR0060,NA,214,1674,8,2,2005,918,123.41,0.66,17.7,113.3,8.02,8.33,98,53,38,3,NA,4,158,NA,NA,NA,NA
02-Aug-05,Sprague R @ Lone Pine,SR0080,NA,214,1674,8,2,2005,1200,104.89,0.9,23.03,134.7,6.32,8.67,85.8,74,57,3,NA,4,259,NA,NA,NA,NA
02-Aug-05,Sprague R @ Power Plant,SR0090,NA,214,1674,8,2,2005,1345,125.64,0.01,25,125.5,8.39,9.2,118.9,84,63,3,NA,4,242,NA,NA,NA,NA
03-Aug-05,NF Sprague @ 3411 Rd,SR0040,NA,215,1675,8,3,2005,1210,45.41,0.7,12.31,56.4,8.87,7.93,96.1,46,37,3,NA,21,50,NA,NA,NA,NA
03-Aug-05,SF Sprague @ Picnic Area,SR0050,NA,215,1675,8,3,2005,1100,13.06,0.47,16.78,96.6,8.53,8.08,102.3,25,19,3,NA,10,50,NA,NA,NA,NA
03-Aug-05,Sycan R @ Drews Rd,SR0070,NA,215,1675,8,3,2005,1347,11.43,0.97,23.49,122.3,10.03,8.96,136.8,41,29,12,NA,67,351,NA,NA,NA,NA
03-Aug-05,N. Fork Sprague R @ Ivory Pine,SR0140,NA,215,1675,8,3,2005,1318,NA,0.98,23.23,117.7,8.74,7.77,118.8,82,51,3,NA,11,357,NA,NA,NA,NA
15-Aug-05,Sprague R @ Godowa Rd,SR0060,NA,227,1687,8,15,2005,941,130.55,0.55,16.84,115.5,8.8,8.49,105.7,58,38,13,NA,12,255,NA,NA,NA,NA
15-Aug-05,Sprague R @ Lone Pine,SR0080,NA,227,1687,8,15,2005,1217,82.68,0.77,21.75,132.3,8.36,9.03,111.5,54,33,NA,NA,4,400,NA,NA,NA,NA
15-Aug-05,Sprague R @ Power Plant,SR0090,NA,227,1687,8,15,2005,1404,102.9,dry,22.47,116.4,9.67,9.34,130.2,69,51,31,NA,15,582,NA,NA,NA,NA
16-Aug-05,NF Sprague @ 3411 Rd,SR0040,NA,228,1688,8,16,2005,1130,43.47,0.66,10.85,55.1,9.55,7.92,99.8,50,38,3,NA,26,143,NA,NA,NA,NA
16-Aug-05,SF Sprague @ Picnic Area,SR0050,NA,228,1688,8,16,2005,1015,10.97,0.45,16.03,97.2,8.21,7.96,96.6,27,18,11,NA,12,166,NA,NA,NA,NA
16-Aug-05,Sycan R @ Drews Rd,SR0070,NA,228,1688,8,16,2005,1300,6.84,0.88,21.63,118.8,10.44,8.99,138,63,27,3,NA,59,388,NA,NA,NA,NA
16-Aug-05,N. Fork Sprague R @ Ivory Pine,SR0140,NA,228,1688,8,16,2005,1232,NA,0.96,21.93,128.2,8.25,7.54,109.3,80,44,3,NA,4,430,NA,NA,NA,NA
30-Aug-05,NF Sprague @ 3411 Rd,SR0040,NA,242,1702,8,30,2005,1049,44.69,0.68,7.43,55.9,9.79,7.81,94.4,45,44,NA,NA,34,130,NA,NA,NA,NA
30-Aug-05,SF Sprague @ Picnic Area,SR0050,NA,242,1702,8,30,2005,935,10.52,0.44,10.79,99.9,8.44,7.9,87.2,25,22,3,NA,12,140,NA,NA,NA,NA
30-Aug-05,Sycan R @ Drews Rd,SR0070,NA,242,1702,8,30,2005,1239,12.28,1,15.98,123.5,9.66,8.89,113.1,39,31,3,NA,48,287,NA,NA,NA,NA
30-Aug-05,N. Fork Sprague R @ Ivory Pine,SR0140,NA,242,1702,8,30,2005,1208,NA,0.94,16.46,123.7,8.61,7.64,102.2,61,42,16,NA,11,425,NA,NA,NA,NA
01-Sep-05,Sprague R @ Godowa Rd,SR0060,NA,244,1704,9,1,2005,1313,137.14,0.5,19.11,101.7,9.47,8.77,118.5,62,41,3,NA,21,273,NA,NA,NA,NA
01-Sep-05,Sprague R @ Lone Pine,SR0080,NA,244,1704,9,1,2005,1134,83.89,0.73,18.62,116.9,7.79,8.8,97.1,57,35,3,NA,4,375,NA,NA,NA,NA
01-Sep-05,Sprague R @ Power Plant,SR0090,NA,244,1704,9,1,2005,914,121.07,dry,15.56,106.1,8.2,8.62,95.8,60,39,3,NA,4,296,NA,NA,NA,NA
13-Sep-05,Sprague R @ Godowa Rd,SR0060,NA,256,1716,9,13,2005,927,132.56,0.57,12.29,112.3,8.52,7.81,92.7,48,35,18,NA,4,227,NA,NA,NA,NA
13-Sep-05,Sprague R @ Lone Pine,SR0080,NA,256,1716,9,13,2005,1149,108.92,0.9,13.69,138,8.95,8.11,100.5,49,34,17,NA,4,307,NA,NA,NA,NA
13-Sep-05,Sprague R @ Power Plant,SR0090,NA,256,1716,9,13,2005,1317,134.08,0,15.07,127.9,9.96,8.54,115,61,45,3,NA,4,327,NA,NA,NA,NA
14-Sep-05,NF Sprague @ 3411 Rd,SR0040,NA,257,1717,9,14,2005,1130,38.76,0.65,6.71,54.7,10.41,7.06,99.1,50,NA,3,NA,NA,NA,NA,NA,NA,NA
14-Sep-05,SF Sprague @ Picnic Area,SR0050,NA,257,1717,9,14,2005,1003,23.81,0.48,9.1,96.1,9.47,7.33,95.7,24,NA,11,NA,50,163,NA,NA,NA,NA
14-Sep-05,Sycan R @ Drews Rd,SR0070,NA,257,1717,9,14,2005,1309,12.49,1,14.75,124.4,10.15,7.99,116.7,45,46,3,NA,33,117,NA,NA,NA,NA
14-Sep-05,N. Fork Sprague R @ Ivory Pine,SR0140,NA,257,1717,9,14,2005,1230,NA,0.98,14.74,114.3,9.35,7.31,107.3,48,29,3,NA,4,307,NA,NA,NA,NA
28-Sep-05,Sprague R @ Godowa Rd,SR0060,NA,271,1731,9,28,2005,904,156.2,0.6,11.68,106.3,8.2,8.04,85.5,51,42,3,NA,12,247,NA,NA,NA,NA
28-Sep-05,Sprague R @ Lone Pine,SR0080,NA,271,1731,9,28,2005,1207,158.18,1.13,13.17,130,8.43,8.66,91.4,51,38,3,NA,4,323,NA,NA,NA,NA
28-Sep-05,Sprague R @ Power Plant,SR0090,NA,271,1731,9,28,2005,1350,180.08,0.2,14.52,122.7,9.8,9.06,109.1,57,45,3,NA,4,293,NA,NA,NA,NA
29-Sep-05,NF Sprague @ 3411 Rd,SR0040,NA,272,1732,9,29,2005,1140,39.64,0.65,6.35,54.4,10.11,7.85,94.6,57,50,3,NA,26,171,NA,NA,NA,NA
29-Sep-05,SF Sprague @ Picnic Area,SR0050,NA,272,1732,9,29,2005,1024,11.38,0.46,8.66,97.5,9.72,7.91,96.6,32,25,3,NA,4,151,NA,NA,NA,NA
29-Sep-05,Sycan R @ Drews Rd,SR0070,NA,272,1732,9,29,2005,1332,13.26,0.94,14.16,121.1,9.55,8.39,107.7,53,37,3,NA,48,286,NA,NA,NA,NA
29-Sep-05,N. Fork Sprague R @ Ivory Pine,SR0140,NA,272,1732,9,29,2005,1309,NA,0.96,13.3,95,10.11,7.84,112.1,50,33,3,NA,4,269,NA,NA,NA,NA
12-Oct-05,Sprague R @ Godowa Rd,SR0060,NA,285,1745,10,12,2005,911,186.21,0.99,10.23,93.4,8.46,7.57,87.3,46,35,3,NA,4,225,NA,NA,NA,NA
12-Oct-05,Sprague R @ Lone Pine,SR0080,NA,285,1745,10,12,2005,1219,180.62,1.29,11.48,111.5,8.5,7.88,89.6,48,38,3,NA,4,262,NA,NA,NA,NA
12-Oct-05,Sprague R @ Power Plant,SR0090,NA,285,1745,10,12,2005,1358,205.18,0.3,12.15,109.9,9.57,8.35,103.4,52,38,3,NA,4,266,NA,NA,NA,NA
13-Oct-05,NF Sprague @ 3411 Rd,SR0040,NA,286,1746,10,13,2005,1155,36.29,0.65,5.7,53.4,10.53,7.39,97.3,58,43,3,NA,22,NA,NA,NA,NA,NA
13-Oct-05,SF Sprague @ Picnic Area,SR0050,NA,286,1746,10,13,2005,1028,12.11,0.49,7.15,97.3,9.91,7.4,95,36,31,3,NA,10,127,NA,NA,NA,NA
13-Oct-05,Sycan R @ Drews Rd,SR0070,NA,286,1746,10,13,2005,1333,15.32,0.98,12.11,120.4,10.01,7.73,108.1,57,37,3,NA,41,276,NA,NA,NA,NA
13-Oct-05,N. Fork Sprague R @ Ivory Pine,SR0140,NA,286,1746,10,13,2005,1305,NA,1.4,9.14,75.9,10.82,7.34,109.3,48,31,3,NA,4,153,NA,NA,NA,NA
26-Oct-05,Sprague R @ Godowa Rd,SR0060,NA,299,1759,10,26,2005,1010,188.57,1,9.88,90.6,8.41,7.31,86.9,48,33,21,NA,25,124,NA,NA,NA,NA
26-Oct-05,Sprague R @ Lone Pine,SR0080,NA,299,1759,10,26,2005,1235,201.61,1.3,9.77,102.3,8.94,7.26,92.1,48,31,13,NA,4,207,NA,NA,NA,NA
26-Oct-05,Sprague R @ Power Plant,SR0090,NA,299,1759,10,26,2005,1408,222.08,0.3,10.18,101.9,9.91,8.08,103.1,50,33,17,NA,4,171,NA,NA,NA,NA
27-Oct-05,NF Sprague @ 3411 Rd,SR0040,NA,300,1760,10,27,2005,1144,39.64,0.65,4.8,51.9,10.64,7.35,97.3,55,49,3,NA,22,115,NA,NA,NA,NA
27-Oct-05,SF Sprague @ Picnic Area,SR0050,NA,300,1760,10,27,2005,1016,13.34,0.52,5.46,92,10.18,7.29,94.4,34,28,3,NA,11,106,NA,NA,NA,NA
27-Oct-05,Sycan R @ Drews Rd,SR0070,NA,300,1760,10,27,2005,1325,15.66,0.98,9.49,119.9,9.68,7.35,99.5,57,40,16,NA,49,286,NA,NA,NA,NA
27-Oct-05,N. Fork Sprague R @ Ivory Pine,SR0140,NA,300,1760,10,27,2005,1257,NA,1.42,6.35,69.2,10.69,7.21,101.9,47,42,3,NA,13,137,NA,NA,NA,NA
09-Nov-05,NF Sprague @ 3411 Rd,SR0040,NA,313,1773,11,9,2005,1022,45.34,0.67,2.85,52.8,11.21,7.77,90.3,55,42,3,NA,22,146,NA,NA,NA,NA
09-Nov-05,SF Sprague @ Picnic Area,SR0050,NA,313,1773,11,9,2005,954,17.45,0.62,1.95,85.9,11.12,7.69,92.9,43,29,3,NA,4,157,NA,NA,NA,NA
09-Nov-05,Sycan R @ Drews Rd,SR0070,NA,313,1773,11,9,2005,1315,22.42,1.08,5.78,127.9,10.4,7.72,96.3,69,48,11,NA,50,414,NA,NA,NA,NA
09-Nov-05,N. Fork Sprague R @ Ivory Pine,SR0140,NA,313,1773,11,9,2005,1241,NA,1.58,3.6,71.2,11.27,7.47,98.4,63,42,3,NA,16,210,NA,NA,NA,NA
10-Nov-05,Sprague R @ Godowa Rd,SR0060,NA,314,1774,11,10,2005,1330,266.04,1.5,6.97,97.9,9.82,8.25,94.2,73,47,24,NA,41,438,NA,NA,NA,NA
